cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
23414199,Dideuterio(phenyl)phosphane,NULL,112.110,C6H7P,0.000,46.100,1.800,7,0,0,0,RPGWZZNNEUHDAQ-RJSZUWSASA-N,dideuterio(phenyl)phosphane,NULL,,,NULL,20071206,NULL
23414200,"(2,3,4,5,6-Pentadeuteriophenyl)phosphane",NULL,115.120,C6H7P,0.000,46.100,1.800,7,0,0,0,RPGWZZNNEUHDAQ-RALIUCGRSA-N,"(2,3,4,5,6-pentadeuteriophenyl)phosphane",NULL,,,NULL,20071206,NULL
23414201,"Dideuterio-(2,3,4,5,6-pentadeuteriophenyl)phosphane",NULL,117.140,C6H7P,0.000,46.100,1.800,7,0,0,0,RPGWZZNNEUHDAQ-AMUMMWKZSA-N,"dideuterio-(2,3,4,5,6-pentadeuteriophenyl)phosphane",NULL,,,NULL,20071206,NULL
23414272,Deuterio(phenyl)phosphane,NULL,111.100,C6H7P,0.000,46.100,1.800,7,0,0,0,RPGWZZNNEUHDAQ-WHRKIXHSSA-N,deuterio(phenyl)phosphane,NULL,,,NULL,20071206,NULL
23415092,Tribromo(phenyl)phosphanium,SCHEMBL11771096,347.790,C6H5Br3P+,0.000,104.000,NULL,10,0,0,0,HRVLWYIKDSTXOT-UHFFFAOYSA-N,tribromo(phenyl)phosphanium,NULL,1040,2,NULL,20071206,NULL
23418597,Phenylbisselenoxophosphorane,NULL,266.000,C6H5PSe2,0.000,132.000,NULL,9,0,0,0,NGRXXYIEFZZAOE-UHFFFAOYSA-N,phenyl-bis(selanylidene)-lambda5-phosphane,NULL,,,NULL,20071206,NULL
23496783,Phenylaluminum(2+);dibromide,SCHEMBL1538820,263.890,C6H5AlBr2,0.000,46.100,NULL,9,0,2,0,CKHRABBVHUWTBC-UHFFFAOYSA-L,phenylaluminum(2+);dibromide,NULL,,,NULL,20071206,NULL
23499990,Lithium;benzene,NULL,85.100,C6H6Li+,0.000,15.500,NULL,7,0,0,0,DEJODSRRWPNWFE-UHFFFAOYSA-N,lithium;benzene,NULL,,,NULL,20071206,NULL
23500350,Benzene;prop-1-ene,benzene propylene|ZCZDJNBPZPSQPZ-UHFFFAOYSA-N,120.190,C9H12,0.000,23.000,NULL,9,0,0,0,ZCZDJNBPZPSQPZ-UHFFFAOYSA-N,benzene;prop-1-ene,NULL,1040,2,NULL,20071206,NULL
23519247,Nickel;phenylboron,NULL,146.610,C6H5BNi,0.000,50.500,NULL,8,0,0,0,FQSHBDSRPYOFSU-UHFFFAOYSA-N,nickel;phenylboron,NULL,1040,2,NULL,20071206,NULL
23616417,Phenylsilicon(3+),NULL,105.190,C6H5Si+3,0.000,46.100,NULL,7,0,0,0,LTGWZTCZDDRUHT-UHFFFAOYSA-N,phenylsilicon(3+),NULL,,,NULL,20071212,NULL
23640596,Dichloro(phenyl)bismuth(2+),NULL,356.990,C6H5BiCl2+2,0.000,79.100,NULL,9,0,0,0,FROBRPMOWXJYRX-UHFFFAOYSA-L,dichloro(phenyl)bismuth(2+),NULL,,,NULL,20080109,NULL
23640597,Dibromo(phenyl)bismuth(2+),NULL,445.890,C6H5BiBr2+2,0.000,79.100,NULL,9,0,0,0,BBDNYQHBSZKYFP-UHFFFAOYSA-L,dibromo(phenyl)bismuth(2+),NULL,,,NULL,20080109,NULL
23698711,Lithium;phenylboron(1-),NULL,94.900,C6H5BLi,0.000,50.500,NULL,8,0,1,0,SHQQZBTVYFUAHG-UHFFFAOYSA-N,lithium;phenylboron(1-),NULL,256,1,NULL,20080205,NULL
24944363,Phenylmercury hydrate,phenylmercury hydrate|AC1L1OXG|SCHEMBL10592600,295.710,C6H7HgO,1.000,46.100,NULL,8,1,1,0,MSYUMXXVCSLXMR-UHFFFAOYSA-N,phenylmercury;hydrate,NULL,,,NULL,20081008,NULL
25017306,Benzene;selenate,NULL,221.080,C6H6O4Se-2,80.300,77.700,NULL,11,0,4,0,RTCPCUCJMKLGOQ-UHFFFAOYSA-L,benzene;selenate,NULL,,,NULL,20081103,NULL
25171053,Benzeneselenolate;chlorozinc(1+),NULL,256.899,C6H5ClSeZn,0.000,48.100,NULL,9,0,1,0,DICKYPLTHDZRSN-UHFFFAOYSA-L,benzeneselenolate;chlorozinc(1+),NULL,,,NULL,20090303,NULL
25172543,Benzeneselenolate;bromozinc(1+),NULL,301.400,C6H5BrSeZn,0.000,48.100,NULL,9,0,1,0,NVDNVVXDAQIWHC-UHFFFAOYSA-L,benzeneselenolate;bromozinc(1+),NULL,,,NULL,20090303,NULL
44124104,1-Deuterio-3-fluorobenzene,NULL,97.110,C6H5F,0.000,46.100,2.300,7,0,1,0,PYLWMHQQBFSUBP-VMNATFBRSA-N,1-deuterio-3-fluorobenzene,NULL,1040,2,NULL,20090727,NULL
45052197,"Benzene-1,2,4,5-d4","Benzene-1,2,4,5-d4|AKOS015910603|I14-39839",82.140,C6H6,0.000,15.500,2.100,6,0,0,0,UHOVQNZJYSORNB-NMRLXUNGSA-N,"1,2,4,5-tetradeuteriobenzene",NULL,256,1,NULL,20100329,10.1021/jp2119263
45103284,Diiodo(phenyl)alumane,NULL,357.890,C6H5AlI2,0.000,79.100,NULL,9,0,0,0,SVPHCLUPIVHYBV-UHFFFAOYSA-L,diiodo(phenyl)alumane,NULL,,,NULL,20100412,NULL
46781968,Iodobenzene-13C6,"Iodobenzene-13C6|104130-35-0|Phenyl-13C6 Iodide|Benzene-13C6 Iodide|1-Iodobenzene-13C6|SCHEMBL1331855|1-Iodo(~13~C_6_)benzene|CTK8G0330|DTXSID80675977|NSC 9244-13C6|FT-0670366|J-001111|Iodobenzene-13C6, 99 atom % 13C, 99% (CP)",209.964,C6H5I,0.000,46.100,3.200,7,0,0,0,SNHMUERNLJLMHN-IDEBNGHGSA-N,"iodo(1,2,3,4,5,6-13C6)cyclohexatriene",NULL,5648,4,NULL,20100726,NULL
50998434,"2-Deuterio-1,3-difluorobenzene","1,3-Difluorobenzene (2 D)|SCHEMBL13916172|2106-66-3",115.100,C6H4F2,0.000,64.900,2.400,8,0,2,0,UEMGWPRHOOEKTA-QYKNYGDISA-N,"2-deuterio-1,3-difluorobenzene",NULL,1040,2,NULL,20110405,NULL
53384580,Phenylmercury(1+);iodide,P0337,404.600,C6H5HgI,0.000,46.100,NULL,8,0,1,0,BISBXZWWFIOZSX-UHFFFAOYSA-M,phenylmercury(1+);iodide,NULL,,,NULL,20111012,NULL
53384583,Phenyltin(3+);trichloride,AKOS025402694|P1282,302.200,C6H5Cl3Sn,0.000,46.100,NULL,10,0,3,0,UBOGEXSQACVGEC-UHFFFAOYSA-K,phenyltin(3+);trichloride,NULL,,,NULL,20111012,NULL
53438591,Hydroxy(phenyl)plumbanone,Hydroxy(phenyl)plumbanone|CTK8H6315|DTXSID00701383,317.000,C6H6O2Pb,37.300,108.000,NULL,9,1,2,1,GBHKHNXCVGPQEZ-UHFFFAOYSA-M,hydroxy-oxo-phenyllead,NULL,512,1,NULL,20111030,NULL
53629015,Cyclohexatriene;lithium,58237-EP2305642A2|58237-EP2298772A1|58237-EP2272817A1|67023-EP2298772A1|67023-EP2275395A2|67023-EP2272813A2|58237-EP2305682A1|58237-EP2305652A2|58237-EP2289965A1|58237-EP2284157A1|58237-EP2281818A1|67023-EP2371831A1|67023-EP2308839A1|58237-EP2279750A1|58237-EP2308879A1,84.100,C6H5Li,0.000,27.000,NULL,7,0,0,0,NHKJPPKXDNZFBJ-UHFFFAOYSA-N,cyclohexatriene;lithium,NULL,,,NULL,20111203,NULL
53629745,Phenylmercury(I),97707-EP2305662A1,277.700,C6H5Hg,0.000,27.000,NULL,7,0,0,0,DCNLOVYDMCVNRZ-UHFFFAOYSA-N,cyclohexatriene;mercury,NULL,256,1,NULL,20111203,NULL
53633393,Benzene;ethane,NULL,138.250,C10H18,0.000,15.500,NULL,10,0,0,0,ABAMAZQNEYSUPW-UHFFFAOYSA-N,benzene;ethane,NULL,1040,2,NULL,20111203,NULL
53643764,Benzene;ethane,NULL,198.390,C14H30,0.000,15.500,NULL,14,0,0,0,AHWAOUSXIDIGGB-UHFFFAOYSA-N,benzene;ethane,NULL,1040,2,NULL,20111203,NULL
53708791,Phenyl(protio)boron,NULL,88.920,C6H6B,0.000,46.100,NULL,7,0,0,0,HPNIOZXXMLIYFU-QJXGEKNFSA-N,phenyl(protio)boron,NULL,1040,2,NULL,20111204,NULL
53719882,Benzene;ethane;propane,NULL,196.370,C14H28,0.000,15.500,NULL,14,0,0,0,CGNJQASZAFMIAZ-UHFFFAOYSA-N,benzene;ethane;propane,NULL,1040,2,NULL,20111204,NULL
53723443,Tritiobenzene,tritiobenzene,80.120,C6H6,0.000,15.500,2.100,6,0,0,0,UHOVQNZJYSORNB-CNRUNOGKSA-N,tritiobenzene,NULL,1296,3,NULL,20111204,10.1007/BF00555852
53762448,Benzene;ethane;propane,NULL,152.280,C11H20,0.000,15.500,NULL,11,0,0,0,DIVWXGMSMGLDIO-UHFFFAOYSA-N,benzene;ethane;propane,NULL,1040,2,NULL,20111204,NULL
54171709,Benzene;ethane,NULL,168.320,C12H24,0.000,15.500,NULL,12,0,0,0,OVMMIMFMFWNSLK-UHFFFAOYSA-N,benzene;ethane,NULL,1040,2,NULL,20111204,NULL
54388758,Benzene;propane,NULL,166.300,C12H22,0.000,15.500,NULL,12,0,0,0,VFCZRERRMJLGPW-UHFFFAOYSA-N,benzene;propane,NULL,1040,2,NULL,20111204,NULL
56621421,"1,2,3-Trideuteriobenzene","benzene-d3|BENZENE-1,2,3-D3|19467-27-7|ACM19467277",81.130,C6H6,0.000,15.500,2.100,6,0,0,0,UHOVQNZJYSORNB-CBYSEHNBSA-N,"1,2,3-trideuteriobenzene",NULL,1296,3,NULL,20120224,10.1007/978-3-642-86520-6_21|10.1007/978-94-009-0281-7_12|10.1007/BF00898973|10.1007/BF01518875|10.1007/BFb0051136|10.1134/S1061934809060021|10.1140/epje/i2006-10066-4
56845949,"Benzene-1,2,4-d3","Benzene-1,2,4-d3|AKOS015910486|I14-39827",81.130,C6H6,0.000,15.500,2.100,6,0,0,0,UHOVQNZJYSORNB-FYFKOAPZSA-N,"1,2,4-trideuteriobenzene",NULL,,,NULL,20120322,NULL
57190391,"1,2,3,4,5,6-Hexadeuterio(113C)cyclohexa-1,3,5-triene",NULL,85.140,C6H6,0.000,15.500,2.100,6,0,0,0,UHOVQNZJYSORNB-KPGMFROBSA-N,"1,2,3,4,5,6-hexadeuterio(113C)cyclohexa-1,3,5-triene",NULL,1040,2,NULL,20120614,NULL
57264323,(112C)Cyclohexatriene,NULL,78.100,C6H6,0.000,15.500,2.100,6,0,0,0,UHOVQNZJYSORNB-IGMARMGPSA-N,(112C)cyclohexatriene,NULL,1040,2,NULL,20120615,NULL
57372967,"Benzene;cyclopenta-1,3-diene;vanadium",CTK5J5542,195.150,C11H12V,0.000,73.600,NULL,12,0,0,0,OWIJWJGVKZEVJZ-UHFFFAOYSA-N,"benzene;cyclopenta-1,3-diene;vanadium",NULL,,,NULL,20120713,NULL
57418198,Sodium;cyclohexatriene,NULL,100.090,C6H5Na+,0.000,27.000,NULL,7,0,0,0,RWXKTUMYZVAXRW-UHFFFAOYSA-N,sodium;cyclohexatriene,NULL,,,NULL,20120808,NULL
57418933,Disodium;cyclohexatriene,NULL,123.080,C6H5Na2+2,0.000,27.000,NULL,8,0,0,0,QDPMSKKMAOZYGR-UHFFFAOYSA-N,disodium;cyclohexatriene,NULL,,,NULL,20120808,NULL
57419993,Iodocyclohexatriene,NULL,203.000,C6H4I,0.000,52.100,3.200,7,0,0,0,RJFOEKIYHMYLMW-UHFFFAOYSA-N,iodocyclohexatriene,NULL,256,1,NULL,20120808,10.1055/s-0032-1318076
57422540,Ethylselanylbenzene,NULL,184.130,C8H9Se,0.000,65.000,NULL,9,0,0,2,ILLAPONUXRCBJF-UHFFFAOYSA-N,ethylselanylbenzene,NULL,,,NULL,20120808,NULL
57430879,Phosphanium;cyclohexatriene,NULL,112.110,C6H9P+,0.000,27.000,NULL,7,0,0,0,VRZVJPUGCGKTLT-UHFFFAOYSA-O,phosphanium;cyclohexatriene,NULL,,,NULL,20120808,NULL
57444900,Selanyliumylbenzene;bromide,SCHEMBL1097876|SCHEMBL1704204,235.980,C6H5BrSe,0.000,46.100,NULL,8,0,1,0,CAGPRFHSGCMJJU-UHFFFAOYSA-M,selanyliumylbenzene;bromide,NULL,,,NULL,20120808,NULL
57445465,Cyclohexatriene;chloride,SCHEMBL2122726,112.550,C6H5Cl,0.000,27.000,NULL,7,0,1,0,QIXDTACPOAJWLB-UHFFFAOYSA-M,cyclohexatriene;chloride,NULL,1040,2,NULL,20120808,NULL
57448847,Cyclohexatriene;dihydrochloride,NULL,150.020,C6H7Cl2,0.000,27.000,NULL,8,2,0,0,MNUNDNXTZIWQRM-UHFFFAOYSA-N,cyclohexatriene;dihydrochloride,NULL,,,NULL,20120808,NULL
57450242,Benzene;vanadium,NULL,129.050,C6H6V,0.000,15.500,NULL,7,0,0,0,WDLALBALDRYQNL-UHFFFAOYSA-N,benzene;vanadium,NULL,256,1,NULL,20120808,NULL
57450273,Cyclohexatrienylsilicon,NULL,104.180,C6H4Si,0.000,46.100,NULL,7,0,0,0,GYCGUCUYBCOUOW-UHFFFAOYSA-N,cyclohexatrienylsilicon,NULL,,,NULL,20120808,NULL
57467927,Cyclohexatriene;lead,NULL,284.000,C6H5Pb,0.000,27.000,NULL,7,0,0,0,ZCEXOHVPHPMRSH-UHFFFAOYSA-N,cyclohexatriene;lead,NULL,,,NULL,20120808,NULL
57468584,Benzene;nickel,NULL,136.800,C6H6Ni,0.000,15.500,NULL,7,0,0,0,WMRFEJVUIDSRBS-UHFFFAOYSA-N,benzene;nickel,NULL,,,NULL,20120808,NULL
57468585,Benzene;titanium,NULL,125.980,C6H6Ti,0.000,15.500,NULL,7,0,0,0,KIOMWQQRVUBUNP-UHFFFAOYSA-N,benzene;titanium,NULL,,,NULL,20120808,NULL
57468586,Benzene;cobalt,NULL,137.040,C6H6Co,0.000,15.500,NULL,7,0,0,0,PETBIVLJWNFKQL-UHFFFAOYSA-N,benzene;cobalt,NULL,,,NULL,20120808,NULL
57469328,Cyclohexatriene;hydrate,NULL,95.120,C6H7O,1.000,27.000,NULL,7,1,1,0,ULKVLQPOJRRMBR-UHFFFAOYSA-N,cyclohexatriene;hydrate,NULL,,,NULL,20120808,NULL
57470889,Aluminum;benzene,NULL,105.090,C6H6Al,0.000,15.500,NULL,7,0,0,0,OBOYUQFWQOYBEB-UHFFFAOYSA-N,aluminum;benzene,NULL,,,NULL,20120808,NULL
57476935,Sodium;fluorocyclohexatriene,NULL,118.080,C6H4FNa+,0.000,46.100,NULL,8,0,1,0,QHCGKGGLFCUKFT-UHFFFAOYSA-N,sodium;fluorocyclohexatriene,NULL,,,NULL,20120808,NULL
57480880,(614C)Cyclohexatriene,NULL,79.100,C6H5,0.000,27.000,2.100,6,0,0,0,CIUQDSCDWFSTQR-ZQBYOMGUSA-N,(614C)cyclohexatriene,NULL,,,NULL,20120808,NULL
57500773,Oxidoselanylbenzene,NULL,172.070,C6H5OSe-,23.100,59.500,NULL,8,0,1,0,KUVIBICSCQYQOE-UHFFFAOYSA-M,oxidoselanylbenzene,NULL,,,NULL,20120808,NULL
57518041,Cyclohexatriene;methane,NULL,93.150,C7H9,0.000,27.000,NULL,7,0,0,0,SFVFGEPPTLWIMF-UHFFFAOYSA-N,cyclohexatriene;methane,NULL,,,NULL,20120808,NULL
57554474,Deuterio(phenyl)boron,NULL,89.930,C6H6B,0.000,46.100,NULL,7,0,0,0,HPNIOZXXMLIYFU-WHRKIXHSSA-N,deuterio(phenyl)boron,NULL,1040,2,NULL,20120819,NULL
57607429,"1,2-Dideuterio-4,5-difluorobenzene",SCHEMBL13916403,116.100,C6H4F2,0.000,62.900,2.400,8,0,2,0,GOYDNIKZWGIXJT-QDNHWIQGSA-N,"1,2-dideuterio-4,5-difluorobenzene",NULL,1040,2,NULL,20120819,NULL
57607439,"1,2,3,4-Tetradeuterio-5,6-difluorobenzene","SCHEMBL13916408|1,2-Difluorobenzene-d4, 97 atom % D, 98% (CP)",118.120,C6H4F2,0.000,62.900,2.400,8,0,2,0,GOYDNIKZWGIXJT-RHQRLBAQSA-N,"1,2,3,4-tetradeuterio-5,6-difluorobenzene",NULL,1040,2,NULL,20120819,NULL
57607919,"1,5-Dideuterio-2,4-difluorobenzene",SCHEMBL13916170,116.100,C6H4F2,0.000,64.900,2.400,8,0,2,0,UEMGWPRHOOEKTA-PBNXXWCMSA-N,"1,5-dideuterio-2,4-difluorobenzene",NULL,1040,2,NULL,20120819,NULL
57607925,"1,3,5-Trideuterio-2,4-difluorobenzene",SCHEMBL13916178,117.110,C6H4F2,0.000,64.900,2.400,8,0,2,0,UEMGWPRHOOEKTA-NRUYWUNFSA-N,"1,3,5-trideuterio-2,4-difluorobenzene",NULL,1040,2,NULL,20120819,NULL
57681155,Phenyl(sulfanyl)boron,SCHEMBL10186937,120.990,C6H6BS,1.000,59.500,NULL,8,1,1,1,FLSXSNVWPDEQHF-UHFFFAOYSA-N,phenyl(sulfanyl)boron,NULL,1040,2,NULL,20120819,NULL
58153519,Diiodo(phenyl)-lambda3-iodane,SCHEMBL12119567,457.820,C6H5I3,0.000,76.400,NULL,9,0,0,0,NXLVKRNURFBOLP-UHFFFAOYSA-N,diiodo(phenyl)-lambda3-iodane,NULL,1040,2,NULL,20120819,NULL
58249326,Benzenetellurinic acid,Benzenetellurinic acid|68961-54-6|CTK1J1617|DTXSID00729002,237.700,C6H6O2Te,37.300,108.000,NULL,9,1,2,1,YTFHDSATAJKWHY-UHFFFAOYSA-N,benzenetellurinic acid,NULL,1808,4,NULL,20120819,NULL
58289237,"1,2-Diborylbenzene",NULL,97.720,C6H4B2,0.000,62.900,NULL,8,0,0,0,DUCNDKOJJHCSJP-UHFFFAOYSA-N,(2-lambda1-boranylphenyl)boron,NULL,,,NULL,20120819,NULL
58430073,Bromo(phenyl)boron,SCHEMBL8524593,167.820,C6H5BBr,0.000,59.500,NULL,8,0,0,0,HUPXPCDCHWUJSV-UHFFFAOYSA-N,bromo(phenyl)boron,NULL,1040,2,NULL,20120819,NULL
58676136,Bromo(phenyl)phosphanium,NULL,190.000,C6H7BrP+,0.000,59.500,NULL,8,0,0,1,XCEUHXVTRJQJSR-UHFFFAOYSA-O,bromo(phenyl)phosphanium,NULL,1040,2,NULL,20120819,NULL
58724289,Bromomethyl(phenyl)tin,NULL,289.740,C7H7BrSn,0.000,69.300,NULL,9,0,0,2,UYQDPDBJNRVFHN-UHFFFAOYSA-N,bromomethyl(phenyl)tin,NULL,1040,2,NULL,20120819,NULL
58805500,Phenyl-lambda2-borane,NULL,88.920,C6H6B,0.000,46.100,NULL,7,0,0,0,HPNIOZXXMLIYFU-UHFFFAOYSA-N,phenyl-lambda2-borane,NULL,1040,2,NULL,20120819,NULL
58961829,Benzene;yttrium,NULL,611.550,C6H6Y6,0.000,27.500,NULL,12,0,0,0,ZIOMCLAWMYAKGR-UHFFFAOYSA-N,benzene;yttrium,NULL,1040,2,NULL,20120819,NULL
59002468,"(3,4-Dideuteriophenyl)boron",NULL,89.930,C6H5B,0.000,46.100,NULL,7,0,0,0,XPPWLXNXHSNMKC-QDNHWIQGSA-N,"(3,4-dideuteriophenyl)boron",NULL,1040,2,NULL,20120819,NULL
59027345,Dichloro(cyclohexatrienyl)phosphane,NULL,177.970,C6H4Cl2P+,0.000,79.100,NULL,9,0,0,0,YLAOYQOPZUJHMY-UHFFFAOYSA-N,dichloro(cyclohexatrienyl)phosphane,NULL,1040,2,NULL,20120819,NULL
59041517,(Methyldiselanyl)benzene,NULL,250.100,C7H8Se2,0.000,67.300,NULL,9,0,0,2,RPJSLRWNMDBJTR-UHFFFAOYSA-N,(methyldiselanyl)benzene,NULL,1040,2,NULL,20120819,NULL
59712685,lambda1-Boranyl-(3-lambda1-boranylphenyl)boron,NULL,108.500,C6H4B3,0.000,84.400,NULL,9,0,0,0,ZDEHYZPHZLPTGH-UHFFFAOYSA-N,lambda1-boranyl-(3-lambda1-boranylphenyl)boron,NULL,1040,2,NULL,20120820,NULL
59733651,Methylidene(phenyl)-lambda3-iodane,SCHEMBL2784483|SCHEMBL12913971,218.030,C7H7I,0.000,72.500,NULL,8,0,0,1,ROHJRTFOYHGPLY-UHFFFAOYSA-N,methylidene(phenyl)-lambda3-iodane,NULL,1040,2,NULL,20120820,NULL
59847701,(19F)Fluoranylbenzene,NULL,96.100,C6H5F,0.000,46.100,2.300,7,0,1,0,PYLWMHQQBFSUBP-BNTXRSFWSA-N,(19F)fluoranylbenzene,NULL,1040,2,NULL,20120820,NULL
59865241,"1,2,4,5-Tetradeuterio-3-fluorobenzene",SCHEMBL13992123,100.130,C6H5F,0.000,46.100,2.300,7,0,1,0,PYLWMHQQBFSUBP-QFFDRWTDSA-N,"1,2,4,5-tetradeuterio-3-fluorobenzene",NULL,1040,2,NULL,20120820,NULL
59878019,Iodo-(iodomethyl)-phenyl-lambda3-iodane,NULL,471.840,C7H7I3,0.000,88.900,NULL,10,0,0,2,RKOPHZVJFCTZOO-UHFFFAOYSA-N,iodo-(iodomethyl)-phenyl-lambda3-iodane,NULL,1040,2,NULL,20120820,NULL
59891593,Phenyl(125Te)tellanyllithium,NULL,209.000,C6H5LiTe,0.000,59.500,NULL,8,0,0,0,LQCNLLFIIJIRKM-NDIGCHJKSA-M,phenyl(125Te)tellanyllithium,NULL,1040,2,NULL,20120820,NULL
59891615,Dichloro(phenyl)(121Sb)stibane,NULL,268.910,C6H5Cl2Sb,0.000,79.100,NULL,9,0,0,0,YKLQULRUZFJECG-XDETZXHVSA-L,dichloro(phenyl)(121Sb)stibane,NULL,1040,2,NULL,20120820,NULL
59891632,CID 59891632,NULL,265.510,C8H9ClTe,0.000,180.000,NULL,10,0,0,1,DNLRYBXREJBOJQ-GGRBCBORSA-N,NULL,NULL,1040,2,NULL,20120820,NULL
59926000,Iodocyclohexatriene,NULL,203.000,C6H4I+,0.000,46.100,3.200,7,0,0,0,ADIWAHQTZSCUDG-UHFFFAOYSA-N,iodocyclohexatriene,NULL,1040,2,NULL,20120820,NULL
59940736,Holmium;phenylboron,NULL,252.850,C6H5BHo,0.000,50.500,NULL,8,0,0,0,RICLUMOFYNLTSY-UHFFFAOYSA-N,holmium;phenylboron,NULL,1040,2,NULL,20120820,NULL
59990625,Iodocyclohexatriene,NULL,203.000,C6H4I+,0.000,52.100,3.200,7,0,0,0,HIYMHZKPWWXJBK-UHFFFAOYSA-N,iodocyclohexatriene,NULL,1296,3,NULL,20120820,10.1055/s-0035-1560646|10.1055/s-0035-1561415
60068934,Phenylboron;yttrium,NULL,265.730,C6H5BY2,0.000,53.000,NULL,9,0,0,0,YBFKQLYDLDFTEI-UHFFFAOYSA-N,phenylboron;yttrium,NULL,1040,2,NULL,20120820,NULL
60103430,Chloro(phenyl)phosphanide,NULL,143.530,C6H5ClP-,0.000,59.500,NULL,8,0,1,0,GHCANIANSAYMHG-UHFFFAOYSA-N,chloro(phenyl)phosphanide,NULL,1040,2,NULL,20120820,NULL
60161238,lambda1-Selanylcyclohexatriene,I14-86205,155.070,C6H4Se,0.000,52.100,NULL,7,0,0,0,OSUXYYQINQPAOY-UHFFFAOYSA-N,lambda1-selanylcyclohexatriene,NULL,,,NULL,20120918,NULL
66584548,Benzene;hydrofluoride,"32001-54-0|benzene-hydrogen fluoride|CTK1B2564|DTXSID10735371|Benzene--hydrogen fluoride (1/1)|Hydrofluoric acid, compd. with benzene (1:1)",98.120,C6H7F,0.000,15.500,NULL,7,1,1,0,HHHPKVLNNLPPKL-UHFFFAOYSA-N,benzene;hydrofluoride,NULL,768,2,NULL,20121130,10.1007/10468797_8|10.1007/10735542_374
66588898,Benzene;formonitrile,SCHEMBL52653,105.140,C7H7N,23.800,25.500,NULL,8,0,1,0,QICQRRAHXUYAHB-UHFFFAOYSA-N,benzene;formonitrile,NULL,1040,2,NULL,20121130,NULL
66603136,Phenylmercury;hydrochloride,SCHEMBL131705,314.150,C6H6ClHg,0.000,46.100,NULL,8,1,0,0,QJPHBFMBFWCSJP-UHFFFAOYSA-N,phenylmercury;hydrochloride,NULL,,,NULL,20121130,NULL
66691470,Sodium benzene,sodium benzene|MWOBKFYERIDQSZ-UHFFFAOYSA-N,101.100,C6H6Na,0.000,15.500,NULL,7,0,0,0,MWOBKFYERIDQSZ-UHFFFAOYSA-N,benzene;sodium,NULL,1296,3,NULL,20121130,NULL
66701858,Benzene;molecular nitrogen,SCHEMBL489004,106.130,C6H6N2,47.600,23.500,NULL,8,0,2,0,MQUPIHUFDCVAMX-UHFFFAOYSA-N,benzene;molecular nitrogen,NULL,1040,2,NULL,20121130,NULL
66799820,Benzene;dichlorosilicon,SCHEMBL787975,177.100,C6H6Cl2Si,0.000,18.300,NULL,9,0,0,0,BFBVJNRBSJJPOV-UHFFFAOYSA-N,benzene;dichlorosilicon,NULL,,,NULL,20121130,NULL
66908743,Iodobenzene;magnesium,SCHEMBL1109739,228.310,C6H5IMg,0.000,46.100,NULL,8,0,0,0,UXYKCBCNTLDRSZ-UHFFFAOYSA-N,iodobenzene;magnesium,NULL,1040,2,NULL,20121130,NULL
66960232,CID 66960232,SCHEMBL1237562,201.320,C6H6BrFMg,0.000,17.500,NULL,9,0,1,0,BPKVJSUAGBIFGH-UHFFFAOYSA-N,NULL,NULL,1040,2,NULL,20121130,NULL
66971717,Methyl(phenyl)tin(2+);oxygen(2-),SCHEMBL1269689,226.850,C7H8OSn,1.000,55.400,NULL,9,0,1,1,QVZUCBIFZPFMHN-UHFFFAOYSA-N,methyl(phenyl)tin(2+);oxygen(2-),NULL,,,NULL,20121130,NULL
67027417,Benzene;lithium,NULL,85.100,C6H6Li,0.000,15.500,NULL,7,0,0,0,HDPRNQWMIFKNKS-UHFFFAOYSA-N,benzene;lithium,NULL,,,NULL,20121130,NULL
67039471,Trifluoro(phenyl)stannane,SCHEMBL1452110,252.810,C6H5F3Sn,0.000,104.000,NULL,10,0,3,0,XAIPAYFAKXNGSA-UHFFFAOYSA-K,trifluoro(phenyl)stannane,NULL,,,NULL,20121130,NULL
67148764,Iodobenzene;ZINC,SCHEMBL1751590,269.400,C6H5IZn,0.000,46.100,NULL,8,0,0,0,ADXJOPMWIIAKBG-UHFFFAOYSA-N,iodobenzene;zinc,NULL,1040,2,NULL,20121130,NULL
67182787,Aminophenylmercury,aminophenylmercury|SCHEMBL5933993,293.720,C6H7HgN,26.000,59.500,NULL,8,1,1,1,LHAXBKMWYOLFNB-UHFFFAOYSA-N,amino(phenyl)mercury,NULL,256,1,NULL,20121130,10.1007/s007760100006|10.1023/A:1027389602772
67237505,Phenylmercury(1+);bromide,SCHEMBL1985235,357.600,C6H5BrHg,0.000,46.100,NULL,8,0,1,0,PUPHNPSAIJQNEE-UHFFFAOYSA-M,phenylmercury(1+);bromide,NULL,512,1,NULL,20121130,NULL
67334521,Iodobenzene;hydrochloride,SCHEMBL2250668,240.470,C6H6ClI,0.000,46.100,NULL,8,1,0,0,VRGOGZVVYICPLH-UHFFFAOYSA-N,iodobenzene;hydrochloride,NULL,1040,2,NULL,20121130,NULL
67594516,Potassium;benzene;hydroxide,potassium hydroxide benzene|SCHEMBL8473013|HNNKCNXTPBDZAH-UHFFFAOYSA-M,134.220,C6H7KO,1.000,17.500,NULL,8,1,1,0,HNNKCNXTPBDZAH-UHFFFAOYSA-M,potassium;benzene;hydroxide,NULL,1040,2,NULL,20121130,NULL
