cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
11388724,"N-[1-Cyclohexyl-2-[[1-[(2S,4R)-2-[[1-(cyclopropylamino)-1,2-dioxohexan-3-yl]carbamoyl]-4-[6-(trifluoromethyl)pyrimidin-4-yl]oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethyl]pyrazine-2-carboxamide",NULL,801.900,C38H50F3N9O7,215.000,1450.000,NULL,57,4,14,16,TYVSFLRNPASLLQ-LBQTZCMUSA-N,"N-[1-cyclohexyl-2-[[1-[(2S,4R)-2-[[1-(cyclopropylamino)-1,2-dioxohexan-3-yl]carbamoyl]-4-[6-(trifluoromethyl)pyrimidin-4-yl]oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethyl]pyrazine-2-carboxamide",NULL,,,NULL,20061026,NULL
11456889,"N-[(1S)-1-Cyclohexyl-2-[[(2S)-1-[(2S,4R)-2-[[(3S)-1-(cyclopropylamino)-1,2-dioxohexan-3-yl]carbamoyl]-4-pyrimidin-4-yloxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethyl]pyrazine-2-carboxamide",SCHEMBL8298401,733.900,C37H51N9O7,215.000,1320.000,NULL,53,4,11,16,JTLKBSXFIBAXHE-FDAOVENHSA-N,"N-[(1S)-1-cyclohexyl-2-[[(2S)-1-[(2S,4R)-2-[[(3S)-1-(cyclopropylamino)-1,2-dioxohexan-3-yl]carbamoyl]-4-pyrimidin-4-yloxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethyl]pyrazine-2-carboxamide",NULL,1040,2,NULL,20061026,NULL
11457072,"N-[1-Cyclohexyl-2-[[1-[(2S,4R)-2-[[1-(cyclopropylamino)-1,2-dioxohexan-3-yl]carbamoyl]-4-[2-(trifluoromethyl)pyrimidin-4-yl]oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethyl]pyrazine-2-carboxamide",NULL,801.900,C38H50F3N9O7,215.000,1450.000,NULL,57,4,14,16,BYVPHQDZPTZTAI-RGJCQFFSSA-N,"N-[1-cyclohexyl-2-[[1-[(2S,4R)-2-[[1-(cyclopropylamino)-1,2-dioxohexan-3-yl]carbamoyl]-4-[2-(trifluoromethyl)pyrimidin-4-yl]oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethyl]pyrazine-2-carboxamide",NULL,,,NULL,20061026,NULL
11600014,"Cyclopentyl N-[(2S)-1-[(2R,4R)-2-[[(1R,2S)-1-(2,5-dihydropyrrol-1-ylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-pyridin-4-yloxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,672.800,C32H44N6O8S,185.000,1340.000,NULL,47,3,10,13,FKBZBXUYUDOLLD-WHURGMIFSA-N,"cyclopentyl N-[(2S)-1-[(2R,4R)-2-[[(1R,2S)-1-(2,5-dihydropyrrol-1-ylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-pyridin-4-yloxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20061026,NULL
11671882,"Cyclopentyl N-[(2S)-1-[(2R,4R)-2-[[(1R,2S)-1-(dimethylsulfamoylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-pyridin-4-yloxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,648.800,C30H44N6O8S,185.000,1240.000,NULL,45,3,10,13,DOMRYCDBUHTSBW-OYZKVVJISA-N,"cyclopentyl N-[(2S)-1-[(2R,4R)-2-[[(1R,2S)-1-(dimethylsulfamoylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-pyridin-4-yloxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20061026,NULL
15958617,"Tert-butyl N-[(2S)-1-[(2S,4R)-2-[[1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-[(2,6-dichloropyridin-4-yl)carbamoyloxy]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","tert-butyl N-[(1S)-1-[(2S,4R)-2-[[1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-[(2,6-dichloro-4-pyridyl)carbamoyloxy]pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate|L-Prolinamide, N-[(1,1-dimethylethoxy)carbonyl]-3-methyl-L-valyl-N-[1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]-4-[[[(2,6-dichloro-4-pyridinyl)amino]carbonyl]oxy]-, (4R)-",745.700,C31H42Cl2N6O9S,211.000,1430.000,NULL,49,4,10,14,XIKGFKGDJCARES-WPZTWGBSSA-N,"tert-butyl N-[(2S)-1-[(2S,4R)-2-[[1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-[(2,6-dichloropyridin-4-yl)carbamoyloxy]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20070308,NULL
15958634,"Methyl 5,6-dichloro-3-[[(3R,5S)-5-[[1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-1-[(2S)-3,3-dimethyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]butanoyl]pyrrolidin-3-yl]oxycarbonylamino]pyrazine-2-carboxylate","methyl 3-[[(3R,5S)-1-[(2S)-2-(tert-butoxycarbonylamino)-3,3-dimethyl-butanoyl]-5-[[1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]pyrrolidin-3-yl]oxycarbonylamino]-5,6-dichloro-pyrazine-2-carboxylate|L-Prolinamide, N-[(1,1-dimethylethoxy)carbonyl]-3-methyl-L-valyl-N-[1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]-4-[[[[5,6-dichloro-3-(methoxycarbonyl)pyrazinyl]amino]carbonyl]oxy]-, (4R)-",804.700,C32H43Cl2N7O11S,250.000,1590.000,NULL,53,4,13,16,OOANMHYDSSAUIO-KXAADVEGSA-N,"methyl 5,6-dichloro-3-[[(3R,5S)-5-[[1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-1-[(2S)-3,3-dimethyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]butanoyl]pyrrolidin-3-yl]oxycarbonylamino]pyrazine-2-carboxylate",NULL,,,NULL,20070308,NULL
15958674,"Tert-butyl N-[(2S)-1-[(2S,4R)-2-[[1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(pyridin-2-ylcarbamoyloxy)pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","L-Prolinamide, N-[(1,1-dimethylethoxy)carbonyl]-3-methyl-L-valyl-N-[1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]-4-[[(2-pyridinylamino)carbonyl]oxy]-, (4R)-|tert-butyl N-[(1S)-1-[(2S,4R)-2-[[1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-(2-pyridylcarbamoyloxy)pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate",676.800,C31H44N6O9S,211.000,1360.000,NULL,47,4,10,14,ZREHWVFUVRCFNB-GWCOLCAPSA-N,"tert-butyl N-[(2S)-1-[(2S,4R)-2-[[1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(pyridin-2-ylcarbamoyloxy)pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20070308,NULL
16035600,"(3R,5S,8S)-8-Tert-butyl-22-chloro-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-2,11-dioxa-6,9,23-triazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(24),17(25),18,20,22-pentaene-5-carboxamide",NULL,730.300,C35H44ClN5O8S,182.000,1450.000,NULL,50,3,9,7,ZVMBNOHCQNQZMZ-QNBXWSABSA-N,"(3R,5S,8S)-8-tert-butyl-22-chloro-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-2,11-dioxa-6,9,23-triazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(24),17(25),18,20,22-pentaene-5-carboxamide",NULL,,,NULL,20070409,NULL
16035705,"(3R,5S,8S)-8-Tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-22-(dimethylamino)-7,10-dioxo-2,11-dioxa-6,9,23-triazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(24),17(25),18,20,22-pentaene-5-carboxamide",NULL,738.900,C37H50N6O8S,185.000,1490.000,NULL,52,3,10,8,DMXFGXAEUKCITQ-SVVBJVLBSA-N,"(3R,5S,8S)-8-tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-22-(dimethylamino)-7,10-dioxo-2,11-dioxa-6,9,23-triazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(24),17(25),18,20,22-pentaene-5-carboxamide",NULL,,,NULL,20070409,NULL
16035706,"(3R,5S,8S)-8-Tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-2,11-dioxa-6,9,21,23-tetrazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(23),17(25),18,20(24),21-pentaene-5-carboxamide",NULL,696.800,C34H44N6O8S,194.000,1410.000,NULL,49,3,10,7,JESBVDBZKCKRMS-JRUPBULISA-N,"(3R,5S,8S)-8-tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-2,11-dioxa-6,9,21,23-tetrazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(23),17(25),18,20(24),21-pentaene-5-carboxamide",NULL,,,NULL,20070409,NULL
16035707,"(3R,5S,8S)-8-Tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-22-phenyl-2,11-dioxa-6,9,21,23-tetrazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(23),17(25),18,20(24),21-pentaene-5-carboxamide",NULL,772.900,C40H48N6O8S,194.000,1570.000,NULL,55,3,10,8,LDFGRTDUUGZRPZ-GDMQUAMRSA-N,"(3R,5S,8S)-8-tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-22-phenyl-2,11-dioxa-6,9,21,23-tetrazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(23),17(25),18,20(24),21-pentaene-5-carboxamide",NULL,,,NULL,20070409,NULL
16036022,"(3R,5S,8S,15E)-8-Tert-butyl-22-chloro-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-2,11-dioxa-6,9,23-triazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(24),15,17(25),18,20,22-hexaene-5-carboxamide",NULL,728.300,C35H42ClN5O8S,182.000,1490.000,NULL,50,3,9,7,GLOBJAOJYPAHOJ-BVRKKZNXSA-N,"(3R,5S,8S,15E)-8-tert-butyl-22-chloro-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-2,11-dioxa-6,9,23-triazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(24),15,17(25),18,20,22-hexaene-5-carboxamide",NULL,,,NULL,20070409,NULL
16036024,"(3R,5S,8S,15E)-8-Tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-22-(dimethylamino)-7,10-dioxo-2,11-dioxa-6,9,23-triazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(24),15,17(25),18,20,22-hexaene-5-carboxamide",NULL,736.900,C37H48N6O8S,185.000,1540.000,NULL,52,3,10,8,KUYVMCKIJUBSFJ-LSMIEHMOSA-N,"(3R,5S,8S,15E)-8-tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-22-(dimethylamino)-7,10-dioxo-2,11-dioxa-6,9,23-triazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(24),15,17(25),18,20,22-hexaene-5-carboxamide",NULL,,,NULL,20070409,NULL
16036139,"(3R,5S,8S,15E)-8-Tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-2,11-dioxa-6,9,21,23-tetrazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(23),15,17(25),18,20(24),21-hexaene-5-carboxamide",NULL,694.800,C34H42N6O8S,194.000,1450.000,NULL,49,3,10,7,WXZDNCAQCKIVKU-RTPJHELPSA-N,"(3R,5S,8S,15E)-8-tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-2,11-dioxa-6,9,21,23-tetrazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(23),15,17(25),18,20(24),21-hexaene-5-carboxamide",NULL,,,NULL,20070409,NULL
16036140,"(3R,5S,8S,15E)-8-Tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-22-phenyl-2,11-dioxa-6,9,21,23-tetrazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(23),15,17(25),18,20(24),21-hexaene-5-carboxamide",NULL,770.900,C40H46N6O8S,194.000,1620.000,NULL,55,3,10,8,VFDDXTKMOFALNZ-PJIFTXDFSA-N,"(3R,5S,8S,15E)-8-tert-butyl-N-[(2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7,10-dioxo-22-phenyl-2,11-dioxa-6,9,21,23-tetrazatetracyclo[15.6.2.13,6.020,24]hexacosa-1(23),15,17(25),18,20(24),21-hexaene-5-carboxamide",NULL,,,NULL,20070409,NULL
16075853,"Tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1S,2R)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-[(7-methyl-2-phenyl-1,8-naphthyridin-4-yl)oxy]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","tert-butyl N-[(1S)-1-[(2S,4R)-2-[[(1S,2R)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-[(7-methyl-2-phenyl-1,8-naphthyridin-4-yl)oxy]pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate|L-Prolinamide, N-[(1,1-dimethylethoxy)carbonyl]-3-methyl-L-valyl-N-[(1S,2R)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]-4-[(7-methyl-2-phenyl-1,8-naphthyridin-4-yl)oxy]-, (4R)-",774.900,C40H50N6O8S,194.000,1580.000,NULL,55,3,10,14,FUPZFHNUAFXWDI-BTWOLYKZSA-N,"tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1S,2R)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-[(7-methyl-2-phenyl-1,8-naphthyridin-4-yl)oxy]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20070611,NULL
16075859,"Tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1S,2R)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-[[2-methyl-7-(trifluoromethyl)-1,8-naphthyridin-4-yl]oxy]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","tert-butyl N-[(1S)-1-[(2S,4R)-2-[[(1S,2R)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-[[2-methyl-7-(trifluoromethyl)-1,8-naphthyridin-4-yl]oxy]pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate|L-Prolinamide, N-[(1,1-dimethylethoxy)carbonyl]-3-methyl-L-valyl-N-[(1S,2R)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]-4-[[2-methyl-7-(trifluoromethyl)-1,8-naphthyridin-4-yl]oxy]-, (4R)-",766.800,C35H45F3N6O8S,194.000,1560.000,NULL,53,3,13,13,AKLGEFBJPCITHS-RYZJQZLHSA-N,"tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1S,2R)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-[[2-methyl-7-(trifluoromethyl)-1,8-naphthyridin-4-yl]oxy]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20070611,NULL
16075893,"Tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-2-ethenyl-1-(propan-2-ylsulfonylcarbamoyl)cyclopropyl]carbamoyl]-4-(6-methoxy-2-phenylquinazolin-4-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","tert-butyl N-[(1S)-1-[(2S,4R)-2-[[(1R,2S)-1-(isopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-(6-methoxy-2-phenyl-quinazolin-4-yl)oxy-pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate|Carbamic acid, [(1S)-1-[[(2S,4R)-2-[[[(1R,2S)-2-ethenyl-1-[[[(1-methylethyl)sulfonyl]amino]carbonyl]cyclopropyl]amino]carbonyl]-4-[(6-methoxy-2-phenyl-4-quinazolinyl)oxy]-1-pyrrolidinyl]carbonyl]-2,2-dimethylpropyl]-, 1,1-dimethylethyl ester",792.900,C40H52N6O9S,204.000,1570.000,NULL,56,3,11,15,WGERCOYIXOXAFF-YRTMTRMMSA-N,"tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-2-ethenyl-1-(propan-2-ylsulfonylcarbamoyl)cyclopropyl]carbamoyl]-4-(6-methoxy-2-phenylquinazolin-4-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20070611,NULL
16075895,"Tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(2-phenylquinazolin-4-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","SCHEMBL15178672|tert-butyl N-[(1S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-(2-phenylquinazolin-4-yl)oxy-pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate|Carbamic acid, [(1S)-1-[[(2S,4R)-2-[[[(1R,2S)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]amino]carbonyl]-4-[(2-phenyl-4-quinazolinyl)oxy]-1-pyrrolidinyl]carbonyl]-2,2-dimethylpropyl]-, 1,1-dimethylethyl ester",760.900,C39H48N6O8S,194.000,1540.000,NULL,54,3,10,14,ZXUYABZUOSRMLQ-HBZWQHFQSA-N,"tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(2-phenylquinazolin-4-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,1040,2,NULL,20070611,NULL
16075896,"Tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(6-methoxy-2-methylquinazolin-4-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","SCHEMBL15178657|tert-butyl N-[(1S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-(6-methoxy-2-methyl-quinazolin-4-yl)oxy-pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate|Carbamic acid, [(1S)-1-[[(2S,4R)-2-[[[(1R,2S)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]amino]carbonyl]-4-[(6-methoxy-2-methyl-4-quinazolinyl)oxy]-1-pyrrolidinyl]carbonyl]-2,2-dimethylpropyl]-, 1,1-dimethylethyl ester",728.900,C35H48N6O9S,204.000,1470.000,NULL,51,3,11,14,AMNNITCQTWPUKJ-OQRHQMRPSA-N,"tert-butyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(6-methoxy-2-methylquinazolin-4-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,1040,2,NULL,20070611,NULL
16075898,"(2S,4R)-1-[(2S)-2-Amino-3,3-dimethylbutanoyl]-N-[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-4-(6-methoxy-2-phenylquinazolin-4-yl)oxypyrrolidine-2-carboxamide","SCHEMBL15178638|(2S,4R)-1-[(2S)-2-amino-3,3-dimethyl-butanoyl]-N-[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]-4-(6-methoxy-2-phenyl-quinazolin-4-yl)oxy-pyrrolidine-2-carboxamide|2-Pyrrolidinecarboxamide, 1-[(2S)-2-amino-3,3-dimethyl-1-oxobutyl]-N-[(1R,2S)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]-4-[(6-methoxy-2-phenyl-4-quinazolinyl)oxy]-, (2S,4R)-",690.800,C35H42N6O7S,191.000,1370.000,NULL,49,3,10,12,JWRHQBSFCDEYEK-MGAWBLBISA-N,"(2S,4R)-1-[(2S)-2-amino-3,3-dimethylbutanoyl]-N-[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-4-(6-methoxy-2-phenylquinazolin-4-yl)oxypyrrolidine-2-carboxamide",NULL,1040,2,NULL,20070611,NULL
16075992,"Tert-butyl N-[(2S)-1-[(2R,4R)-4-[8-chloro-2-(trifluoromethyl)quinolin-4-yl]oxy-2-[[(1S,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","tert-butyl N-[(1S)-1-[(2R,4R)-4-[[8-chloro-2-(trifluoromethyl)-4-quinolyl]oxy]-2-[[(1S,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate|Carbamic acid, [(1S)-1-[[(2R,4R)-4-[[8-chloro-2-(trifluoromethyl)-4-quinolinyl]oxy]-2-[[[(1S,2S)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]amino]carbonyl]-1-pyrrolidinyl]carbonyl]-2,2-dimethylpropyl]-, 1,1-dimethylethyl ester",786.300,C35H43ClF3N5O8S,182.000,1560.000,NULL,53,3,12,13,GDLCETQZDLNZAO-WSDACKJBSA-N,"tert-butyl N-[(2S)-1-[(2R,4R)-4-[8-chloro-2-(trifluoromethyl)quinolin-4-yl]oxy-2-[[(1S,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20070611,NULL
16076911,"Methyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(4-phenylpyrimidin-2-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","Carbamic acid, [(1S)-1-[[(2S,4R)-2-[[[(1R,2S)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]amino]carbonyl]-4-[(4-phenyl-2-pyrimidinyl)oxy]-1-pyrrolidinyl]carbonyl]-2,2-dimethylpropyl]-, methyl ester|methyl N-[(1S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-(4-phenylpyrimidin-2-yl)oxy-pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate",668.800,C32H40N6O8S,194.000,1320.000,NULL,47,3,10,13,SXDSCHCVDGSJHH-WSWGYURKSA-N,"methyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(4-phenylpyrimidin-2-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20070611,NULL
16076912,"Methyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(4-pyridin-2-ylpyrimidin-2-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","Carbamic acid, [(1S)-1-[[(2S,4R)-2-[[[(1R,2S)-1-[[(cyclopropylsulfonyl)amino]carbonyl]-2-ethenylcyclopropyl]amino]carbonyl]-4-[[4-(2-pyridinyl)-2-pyrimidinyl]oxy]-1-pyrrolidinyl]carbonyl]-2,2-dimethylpropyl]-, methyl ester|methyl N-[(1S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-vinyl-cyclopropyl]carbamoyl]-4-[4-(2-pyridyl)pyrimidin-2-yl]oxy-pyrrolidine-1-carbonyl]-2,2-dimethyl-propyl]carbamate",669.800,C31H39N7O8S,207.000,1330.000,NULL,47,3,11,13,FKUKQKFBNYYNLP-RZUILETGSA-N,"methyl N-[(2S)-1-[(2S,4R)-2-[[(1R,2S)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]carbamoyl]-4-(4-pyridin-2-ylpyrimidin-2-yl)oxypyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NULL,,,NULL,20070611,NULL
