8,0.249223947525
9,0.204934120178
10,0.230058908463
11,0.32710981369
12,0.41636800766
13,0.553416013718
14,0.747368097305
15,0.795082092285
16,1.12391018867
17,1.39626312256
18,1.69075298309
19,2.10443806648
20,2.54446697235
21,3.22472786903
22,4.33915996552
23,5.01583790779
24,6.56569099426
25,14.3604309559
26,8.9494509697
27,10.688657999
28,30.1031169891
29,26.4526019096
30,33.1139800549
31,38.4489331245
32,46.6501681805
33,46.8723459244
34,67.1910569668
35,81.5751509666
36,99.7985351086
37,109.932259083
38,116.999018908
39,126.610790014
40,152.267637968
41,167.312711
42,182.263714075
43,210.088068008
44,226.055707932
45,265.322571993
46,281.951211929
47,322.024881124
48,363.230051041
49,390.771374941
50,434.744719982
51,485.988358974
52,528.108579159
53,580.190755129
54,619.303324938
55,675.877188921
56,736.212410927
